SKU,Merchant Item ID,Product Name,Description,Short Description,Status,Stock,Tax Rate,Regular Price,Sale Price,Weight (Kgs),Brand,Category,Sub Category Lvl 1,Sub Category Lvl 2,Sub Category Lvl 3,Sub Category Lvl 4,Sub Category Lvl 5,Sub Category Lvl 6,Images,Features 1,Features 2,Features 3,Features 4
137,137,Maharani Duro Blend,,,Publish,10,0,,0,0,Johar Traders,Blender Machine,Juicer Machines,Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Maharani-Duro-Blend.jpg,,,,
138,138,Maharani Dyna Pro,,,Publish,10,0,,0,0,Johar Traders,Blender Machine,Juicer Machines,Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Maharani-Dyna-Pro.jpg,,,,
139,139,Maharani Pearl,,,Publish,10,0,,0,0,Johar Traders,Blender Machine,Juicer Machines,Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Maharani-Pearl-.jpg,,,,
140,140,Maharani Ultra Blend,,,Publish,10,0,,0,0,Johar Traders,Blender Machine,Juicer Machines,Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Maharani-Ultra-Blend.jpg,,,,
141,141,Mango Pulp,,,Publish,10,0,,0,0,Johar Traders,Pulper Machine,Juicer Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Mango-Pulp-Machine-1.png,https://www.johartraders.in/wp-content/uploads/2024/03/Mango-Pulp-Machine-1.jpg",,,,
142,142,Mixture Machine Gearbox Type,,,Publish,10,0,,0,0,Johar Traders,Mixie Machine,Madia Mixture Machines,SS Flour Mill,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Mixture-Machine-Gearbox-Type-1.png,https://www.johartraders.in/wp-content/uploads/2024/03/Mixture-Machine-Gearbox-Type-2.png",,,,
143,143,Momo Chopper,,,Publish,10,0,,0,0,Johar Traders,Momo Steamer,Beverage Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Momo-Chopper-HD-220-SACO-PRO-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Momo-Chopper-HD-220-1.png",,,,
144,144,Momo Machine With Hopper,,,Publish,10,0,,0,0,Johar Traders,Momo Steamer,,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Momo-Machine-1.png,https://www.johartraders.in/wp-content/uploads/2024/03/Momo-Machine-1.jpg",,,,
145,145,Omlette making machine,,,Publish,10,0,,0,0,Johar Traders,Fun Food Equipments,Hotel & Catering Machines,Food Machinery,Beverage Equipments,Cooking Range Commercial,,,https://www.johartraders.in/wp-content/uploads/2024/03/Omlette-making-machine.jpg,,,,
146,146,Orange Juice Machine,,,Publish,10,0,,0,0,Johar Traders,Juicer Machines,Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Orange-Juice-Mach-.jpg,,,,
147,147,Pizza Oven Display,,,Publish,10,0,,0,0,Johar Traders,Display showcase,Bakery Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Pizza-Oven-Display.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Pizza-Oven-Akasa.jpg",,,,
148,148,Pizza Oven Gas,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Pizza-Oven-Gas-Indian-1.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Pizza-Oven-Gas-Indian-1.png",,,,
149,149,Pizza Oven JT-PO-01,,,Publish,10,0,,0,0,Johar Traders,Baking Ovens,Bakery Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Pizza-Oven-JT-PO-01-1-Saco-pro-1-1.png,https://www.johartraders.in/wp-content/uploads/2024/03/Pizza-Oven-JT-PO-01-1-Saco-pro-1.jpg",,,,
150,150,Pizza Oven PO 90 STN,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Pizza-Oven-PO-90-STN-1-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Pizza-Oven-PO-90-STN-.jpg",,,,
151,151,Pizza Oven PO 112STN DBL,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Snacks Machines,Bakery Machineries,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Pizza-Oven-PO-112STN-DBL.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/PO-112-STN-DBL-.jpg",,,,
152,152,Cereal Dispenser,,,Publish,10,0,,0,0,Johar Traders,Uncategorized,,,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Cereal-Dispenser.jpg,,,,
153,153,Pizza Oven 45 STN,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Fun Food Equipments,Bakery Machineries,,,,https://www.johartraders.in/wp-content/uploads/2024/03/PO-45-STN.jpg,,,,
154,154,Pizza Oven 118 STN,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Fun Food Equipments,Bakery Machineries,,,,https://www.johartraders.in/wp-content/uploads/2024/03/PO-118STN.jpg,,,,
155,155,Pizza Oven 180 STN,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Deck Ovens,Bakery Machineries,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/PO-180-STN.jpg,,,,
156,156,Pizza Oven 406,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Deck Ovens,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/PO-406-2.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/PO-406-.jpg",,,,
157,157,Pizza Oven 408 PC,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Deck Ovens,Bakery Machineries,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/PO-408-PC-.jpg,,,,
158,158,Pizza Oven 408 SS,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Deck Ovens,Bakery Machineries,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/PO-408-SS-.jpg,,,,
159,159,Pop Corn Gas Table Top,,,Publish,10,0,,0,0,Johar Traders,Pop Corn Machine,,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Pop-Corn-Gas-Table-top-.png,https://www.johartraders.in/wp-content/uploads/2024/03/Pop-Corn-Gas-Table-top-1.jpg",,,,
160,160,Puchka Machine,,,Publish,10,0,,0,0,Johar Traders,Fun Food Equipments,,,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Puchka-Machine.jpg,,,,
161,161,Manual Roti Machine,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Roti-Press-Manual-2.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Roti-Press-Manual-1.jpg",,,,
162,162,Sausage Filling Machine,,,Publish,10,0,,0,0,Johar Traders,Filling Machine,Container/Thaali /Glass Sealers,Packaging Machine,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Sausage-Filling-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Sausage-Filling-Mach-.jpg",,,,
163,163,Sause Dispenser,,,Publish,10,0,,0,0,Johar Traders,Filling Machine,,,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Sause-Dispenser-.jpg,,,,
164,164,Planetary Mixer,"<div class=""table-responsive"">
 
 <table class=""table""><colgroup> <col class=""col-xs-1"" /> <col class=""col-xs-7"" /> </colgroup>
 
 <tbody>
 
 <tr>
 
 <td>Body Material</td>
 
 <td>Iron, Stainless Steel</td>
 
 </tr>
 
 <tr>
 
 <td>Color</td>
 
 <td>Silver</td>
 
 </tr>
 
 <tr>
 
 <td>Voltage (volts)</td>
 
 <td>220v</td>
 
 </tr>
 
 <tr>
 
 <td>Weight (kilogram)</td>
 
 <td>60-100kg</td>
 
 </tr>
 
 <tr>
 
 <td>Power (watt)</td>
 
 <td>1.1kw</td>
 
 </tr>
 
 <tr>
 
 <td>Brand</td>
 
 <td>SACO PRO</td>
 
 </tr>
 
 <tr>
 
 <td>Bowl Capacity (L)</td>
 
 <td>5-40ltr</td>
 
 </tr>
 
 <tr>
 
 <td>Condition</td>
 
 <td>New</td>
 
 </tr>
 
 <tr>
 
 <td>Warranty</td>
 
 <td>12 months</td>
 
 </tr>
 
 <tr>
 
 <td>Phase</td>
 
 <td>1ph</td>
 
 </tr>
 
 </tbody>
 
 </table>
 
 </div>
 
 Committed towards meeting our client’s specific demands, we are presenting a broad range of Planetary Mixer in the market. Highly skilled professionals perform the entire execution based on clients’ detailed specifications and make sure that the outcomes finally must be up to client’s expectations. In the process, latest technologies are used and thus, render the preferred solution through genetic procedures. These products can be purchased from us at budget friendly prices.
 
 <h3>Features :</h3>
 
 <ul>
 
   <li>Longer service life</li>
 
   <li>Corrosion resistance</li>
 
   <li>Low maintenance</li>
 
 </ul>",,Publish,10,0,,0,0,Johar Traders,Planetary Mixer,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/KRLZXW7ZCF-20210522-053536.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/HIIKUR39XS-20190126-053138.jpg",,,,
165,165,Dough Kneeder,"<div class=""table-responsive"">
 <table class=""table""><colgroup> <col class=""col-xs-1"" /> <col class=""col-xs-7"" /> </colgroup>
 <tbody>
 <tr>
 <td>Minimum Order Quantity</td>
 <td>1 Piece</td>
 </tr>
 <tr>
 <td>Type</td>
 <td>Semi Automatic</td>
 </tr>
 <tr>
 <td>Brand</td>
 <td>SACO PRO</td>
 </tr>
 <tr>
 <td>Capacity</td>
 <td>5-50 kg</td>
 </tr>
 <tr>
 <td>Color</td>
 <td>silver</td>
 </tr>
 <tr>
 <td>Condition</td>
 <td>New</td>
 </tr>
 <tr>
 <td>Material</td>
 <td>Stainless Steel</td>
 </tr>
 <tr>
 <td>Material Grade</td>
 <td>Stainless Steel</td>
 </tr>
 <tr>
 <td>Motor Capacity</td>
 <td>1/2 to 5 hp</td>
 </tr>
 <tr>
 <td>Phase</td>
 <td>1Ph</td>
 </tr>
 <tr>
 <td>Power</td>
 <td>1Hp to 5hp</td>
 </tr>
 <tr>
 <td>Use For</td>
 <td>mixing dough</td>
 </tr>
 <tr>
 <td>Voltage</td>
 <td>220v</td>
 </tr>
 <tr>
 <td>Weight</td>
 <td>80-300kg</td>
 </tr>
 </tbody>
 </table>
 </div>
 <p>In order to meet the precise demands of the valued customers, we are engrossed in providing an exclusive range of <strong>Dough Kneader</strong> to our respected customers. The offered product is provided to our prestigious patrons after taking into consideration their pocket limits and precise requirements. In addition to this, we are providing these products after passing them a series of quality inspections under the strict supervision of skilled quality controllers, in order to assure their flawlessness and quality.</p>
 <h3>Features:</h3>
 <ul>
 <li>Sturdy construction</li>
 <li>Accurate dimensions</li>
 <li>Longer service life</li>
 </ul>
 <h3>Additional Information:</h3>
 <ul>
 <li>Production Capacity: 10-50kh/hr</li>
 <li>Delivery Time: ready stock</li>
 </ul>",,Publish,10,0,,0,0,Johar Traders,Dough Kneeders,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/T65TMAN98B-20200309-025833.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/H55OSPQKT7-20200309-070109.jpg",,,,
166,166,3 Deck Gas/Electric Baking Oven,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/5TGXL5JSTF-20210522-062012.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/CL4M62RU2Q-20190127-014117.jpg",,,,
167,167,1 Deck Electric Baking Oven,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/CZZYVLORXT-20210522-060728.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/L3AK7X92ZB-20190127-021050.jpg",,,,
168,168,Rotary Gas/Diesel Baking Oven,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Bakery Machineries,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/49K9X8XZ5A-20190127-025331.jpg,,,,
169,169,2 Deck Electric Baking Oven,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/JOG8PPB75W-20210522-054711.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/CXMWSK5SNC-20210522-054802.jpg",,,,
170,170,Indian Planetary Mixer Machine,,,Publish,10,0,,0,0,Johar Traders,Planetary Mixer,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/2L599X7BGV-20190127-035624.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/NNHL7RZF5F-20200820-060844.jpg",,,,
171,171,Indian Spiral Mixer Machine Big,,,Publish,10,0,,0,0,Johar Traders,Planetary Mixer,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/RWL4OOCASX-20190127-041242.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/W2NY5MY8MQ-20200406-041038.jpg",,,,
172,172,Bread Slicer,,,Publish,10,0,,0,0,Johar Traders,Dough Cutters,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/GLL59V1Y5Y-20200406-132305.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/53FCON4RB8-20190127-042604.jpg",,,,
173,173,Deck Ovens,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/ZVYKOP8Q24-20200202-035027.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/WUPJBPET6J-20200925-140041.jpg",,,,
174,174,Convection Ovens,,,Publish,10,0,,0,0,Johar Traders,Convection Oven,Baking Ovens,Bakery Machineries,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/3SLRPI3N5U-20200204-053414.jpg,,,,
175,175,Dough Sheeter Machine Tabletop,,,Publish,10,0,,0,0,Johar Traders,Dough Sheeters,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/6S5QJIEKKB-20200204-053903.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/LDX84GPC96-20200406-132408.jpg",,,,
176,176,Proofer Machine,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/HVLW88XUOA-20200406-051645.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Proofer-Machine-for-Bakery-1.jpg",,,,
177,177,Dough Sheeter Machine Floor Model,,,Publish,10,0,,0,0,Johar Traders,Dough Sheeters,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/2P2EY1VPXS-20210522-063937.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/NTOMNPGKPN-20200406-051704.jpg",,,,
178,178,Bread Slicer Floor Model,,,Publish,10,0,,0,0,Johar Traders,Dough Cutters,Baking Ovens,Bakery Machineries,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/YTFJMXL1UB-20200913-133600.jpg,,,,
179,179,Dough Ball Cutting & Kneeding Machine,,,Publish,10,0,,0,0,Johar Traders,Dough Cutters,Dough Machines,Bakery Machineries,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/U4R5H337Z9-20200925-141005.jpg,,,,
180,180,Planetary Mixer With Safety Gaurd,,,Publish,10,0,,0,0,Johar Traders,Planetary Mixer,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/L4W755FTXH-20210522-054014.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Planetary-40ltr.png",,,,
181,181,2 Deck GAS Baking Oven,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/RT1OIVWZNJ-20210522-055256.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/G8TT5ADDTI-20210522-055220.jpg",,,,
182,182,1 Deck Gas Baking Oven,,,Publish,10,0,,0,0,Johar Traders,Deck Ovens,Baking Ovens,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/Q3Q57MOQAF-20210522-061126.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/1JNQ2WD6VZ-20210522-061134.jpg",,,,
183,183,Planetary Mixer White,,,Publish,10,0,,0,0,Johar Traders,Planetary Mixer,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/NYXWIBI1AB-20210619-011846.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/78E3MNCXXX-20210619-011700.jpg",,,,
184,184,Chinese Induction Cooktop,"<div class=""table-responsive"">
 <table class=""table table-bordered table-striped""><colgroup> <col class=""col-xs-1"" /> <col class=""col-xs-7"" /> </colgroup>
 <tbody>
 <tr>
 <td width=""46%"">Minimum Order Quantity</td>
 <td width=""54%"">1 Piece</td>
 </tr>
 <tr>
 <td>Brand</td>
 <td>SACO PRO</td>
 </tr>
 <tr>
 <td>Color</td>
 <td>sliver</td>
 </tr>
 <tr>
 <td>Voltage</td>
 <td>220v</td>
 </tr>
 <tr>
 <td>Power</td>
 <td>3000- 5000watt</td>
 </tr>
 <tr>
 <td>Warranty</td>
 <td>6 months</td>
 </tr>
 <tr>
 <td>Usage/Application</td>
 <td>commercial</td>
 </tr>
 </tbody>
 </table>
 </div>
 <p>Commercial Chinese induction cooktop , Avaialbe in 3000-5000 watt, 220v . heavy duty , SS body .</p>
 <h3>Additional Information :</h3>
 <ul>
 <li>Delivery Time: ready stock</li>
 </ul>",,Publish,10,0,,0,0,Johar Traders,Induction Equipments,Cooking Range Commercial,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/DJEDY2AIZX-20190130-070557.jpg,,,,
185,185,Fried Ice Cream Machine,,,Publish,10,0,,0,0,Johar Traders,Fried Ice cream,Ice Cream Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/L2QZKJF5ZZ-20190127-071951.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/WhatsApp-Image-2024-05-17-at-3.45.26-PM-1.jpeg",,,,
186,186,Ice Shaving,,,Publish,10,0,,0,0,Johar Traders,Ice shaving machines,Ice Cream Machines,Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/NKBLO2O1NA-20190126-044648.jpg,,,,
187,187,Commercial indian induction cooktop,"<div class=""table-responsive"">
 <table class=""table table-bordered table-striped""><colgroup> <col class=""col-xs-1"" /> <col class=""col-xs-7"" /> </colgroup>
 <tbody>
 <tr>
 <td width=""46%"">Minimum Order Quantity</td>
 <td width=""54%"">1 Piece</td>
 </tr>
 <tr>
 <td>Brand</td>
 <td>SACO PRO</td>
 </tr>
 <tr>
 <td>Voltage</td>
 <td>220v</td>
 </tr>
 <tr>
 <td>Power</td>
 <td>3000watt</td>
 </tr>
 <tr>
 <td>Warranty</td>
 <td>6 months</td>
 </tr>
 <tr>
 <td>Control Panel</td>
 <td>regulator</td>
 </tr>
 </tbody>
 </table>
 </div>
 <p>Commercial Indian Cooktop, heavy duty , SS body 220v . ideal for restaurant, caterers, tiffin centre, food courts .</p>
 <h3>Additional Information :</h3>
 <ul>
 <li>Delivery Time: ready stock</li>
 </ul>",,Publish,10,0,,0,0,Johar Traders,Induction Equipments,Cooking Range Commercial,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/M9VNOULDHZ-20190130-071256.jpg,,,,
188,188,Table Top Cake Mixture,,,Publish,10,0,,0,0,Johar Traders,Planetary Mixer,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/1ZNDCZ2QN6-20190127-021158.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Cake-Mixture-JT-B-7S-Black.jpg",,,,
189,189,Spiral Mixture Machine,,,Publish,10,0,,0,0,Johar Traders,Spiral Mixture,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/OYKER77RZJ-20201109-113804.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/IFPMZI2N19-20190127-014312.jpg",,,,
190,190,Juice Dispenser Machine 3 Jar,,,Publish,10,0,,0,0,Johar Traders,Juice Dispenser,Juicer Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/U7134DZI8Q-20200406-041405.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/R1TSJX6CMY-20190127-080527.jpg",,,,
191,191,Sugar Cane Machine Motorised Floor Model,,,Publish,10,0,,0,0,Johar Traders,Sugarcane Juicer,Juicer Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/HPHDQPVHZ8-20200406-040844.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/TVWCHGNSRT-20200402-141703.jpg",,,,
192,192,Juice / Shake Blender Machine,,,Publish,10,0,,0,0,Johar Traders,Blender Machine,Juicer Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/5Q4LE92TX1-20190127-075605.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Blender-JT-767.jpg",,,,
193,193,Ice Shaving Machine Motorised,,,Publish,10,0,,0,0,Johar Traders,Ice shaving machines,Ice Cream Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/J8VT3TC1KQ-20190127-074648.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Ice-Shaving-Big.jpg",,,,
194,194,Ice Cube Making Machine,,,Publish,10,0,,0,0,Johar Traders,Ice cube maker,Ice Cream Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/CJ98REZECU-20190127-074505.jpg,https://www.johartraders.in/wp-content/uploads/2024/05/Ice-Cube-machine.jpg",,,,
195,195,Chocolate Fountain Small,,,Publish,10,0,,0,0,Johar Traders,Choclate Fountain,Ice Cream Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/RID13UNKJY-20190408-065939.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/X98Y6VTE1S-20200925-134649.jpg",,,,
196,196,Shaker Machine,,,Publish,10,0,,0,0,Johar Traders,Shaker Machine,Ice Cream Machines,Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/GJ96ERWWAX-20191214-025207.jpg,,,,
197,197,Dough Kneeder Machine SS,,,Publish,10,0,,0,0,Johar Traders,Dough Machines,Bakery Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/KGFSYI4QUI-20200202-033313.jpg,,,,
198,198,Dough Kneeder Machine 5kg SS,,,Publish,10,0,,0,0,Johar Traders,Dough Machines,Bakery Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/5WXBEH7S9A-20200202-033540.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Dough-Kneeder-5kg-1.jpg",,,,
199,199,Spiral Mixture Fully Auto,,,Publish,10,0,,0,0,Johar Traders,Spiral Mixture,Dough Machines,Bakery Machineries,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/FQ6Z2EFOGE-20200202-035400.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Spiral-Mixture-.png",,,,
200,200,Dough Kneeder Machine 40 & 50 kg SS,,,Publish,10,0,,0,0,Johar Traders,Dough Machines,Bakery Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/D9I114W48T-20200204-053218.jpg,,,,
201,201,Fried Ice Cream Machine with Containers,,,Publish,10,0,,0,0,Johar Traders,Fried Ice cream,Ice Cream Machines,Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/R7BOXJUP3P-20200309-031337.jpg,,,,
202,202,Softy Machine 2in1 Table Top,,,Publish,10,0,,0,0,Johar Traders,Softy Machines,Ice Cream Machines,Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/SJ3F9AIJNC-20200823-123601.jpg,,,,
203,203,Softy Machine 2in1 Floor Model,,,Publish,10,0,,0,0,Johar Traders,Softy Machines,Ice Cream Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/CJYTSYGO8P-20200823-123720.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/J49G89PJ6X-20201109-113655.jpg",,,,
204,204,Induction Cooktop 3000watt,,,Publish,10,0,,0,0,Johar Traders,Induction Equipments,Cooking Range Commercial,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/OP46PQ9CQ8-20190218-070627.jpg,,,,
205,205,Induction Cooktop 3500watt,,,Publish,10,0,,0,0,Johar Traders,Induction Equipments,Cooking Range Commercial,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/ELRFGO25QM-20190218-070753.jpg,,,,
206,206,Induction Cooktop 5000watt,,,Publish,10,0,,0,0,Johar Traders,Induction Equipments,Cooking Range Commercial,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/8UEZDT6HCD-20190218-070838.jpg,,,,
207,207,Induction Cooktop 3500watt Chinese,,,Publish,10,0,,0,0,Johar Traders,Induction Equipments,Cooking Range Commercial,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/22GQNFQ35I-20190218-070919.jpg,,,,
208,208,Induction Cooktop 5000watt Chinese,,,Publish,10,0,,0,0,Johar Traders,Induction Equipments,Cooking Range Commercial,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/6NKCHDNTTE-20190218-070957.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/21HEN73RSO-20200925-134332.jpg",,,,
209,209,Induction Cooktop Double 3000watt,,,Publish,10,0,,0,0,Johar Traders,Induction Equipments,Cooking Range Commercial,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/6SP9CU2FTG-20190218-071039.jpg,,,,
210,210,Induction Cooktop Infrared 2000watt,,,Publish,10,0,,0,0,Johar Traders,Induction Equipments,Cooking Range Commercial,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/19FF5JYX49-20190218-072504.jpg,,,,
211,211,Induction Cooktop Hob 800watt,,,Publish,10,0,,0,0,Johar Traders,Induction Equipments,Cooking Range Commercial,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/ZHD3KT1TPW-20190218-073129.jpg,,,,
212,212,2 Indian +1 Chinese Cooking Range,,,Publish,10,0,,0,0,Johar Traders,Chinese Range,Gas Ranges,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/AHKW7THLKY-20200308-053007.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/7XLLHPCRXL-20200925-135146.jpg",,,,
213,213,2 Chinese Cooking Range,,,Publish,10,0,,0,0,Johar Traders,Chinese Range,Gas Ranges,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/OFNE7M82IK-20200406-051723.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Chinese-Range-2Burner-Full-Cover.png",,,,
214,214,4 Burner Cooking Range With Oven,,,Publish,10,0,,0,0,Johar Traders,Indian Range,Gas Ranges,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/WJCKJR3423-20200406-133728.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Cooking-range-4burner-.jpg",,,,
